Name,Genus-3D,L-space
13a_1606,4,No
13a_1607,5,No
13a_1608,3,No
13a_1609,3,No
13a_1610,4,No
13a_1611,4,No
13a_1612,4,No
13a_1613,3,No
13a_1614,4,No
13a_1615,3,No
13a_1616,3,No
13a_1617,4,No
13a_1618,4,No
13a_1619,3,No
13a_1620,4,No
13a_1621,4,No
13a_1622,3,No
13a_1623,4,No
13a_1624,4,No
13a_1625,4,No
13a_1626,4,No
13a_1627,4,No
13a_1628,5,No
13a_1629,4,No
13a_1630,5,No
13a_1631,4,No
13a_1632,5,No
13a_1633,4,No
13a_1634,4,No
13a_1635,4,No
13a_1636,4,No
13a_1637,3,No
13a_1638,4,No
13a_1639,3,No
13a_1640,2,No
13a_1641,4,No
13a_1642,3,No
13a_1643,3,No
13a_1644,2,No
13a_1645,4,No
13a_1646,4,No
13a_1647,3,No
13a_1648,4,No
13a_1649,4,No
13a_1650,4,No
13a_1651,3,No
13a_1652,4,No
13a_1653,3,No
13a_1654,4,No
13a_1655,3,No
13a_1656,5,No
13a_1657,4,No
13a_1658,5,No
13a_1659,5,No
13a_1660,4,No
13a_1661,5,No
13a_1662,5,No
13a_1663,5,No
13a_1664,4,No
13a_1665,4,No
13a_1666,4,No
13a_1667,4,No
13a_1668,4,No
13a_1669,4,No
13a_1670,4,No
13a_1671,5,No
13a_1672,4,No
13a_1673,4,No
13a_1674,4,No
13a_1675,5,No
13a_1676,4,No
13a_1677,5,No
13a_1678,4,No
13a_1679,3,No
13a_1680,4,No
13a_1681,4,No
13a_1682,4,No
13a_1683,4,No
13a_1684,3,No
13a_1685,3,No
13a_1686,4,No
13a_1687,4,No
13a_1688,4,No
13a_1689,3,No
13a_1690,4,No
13a_1691,4,No
13a_1692,3,No
13a_1693,4,No
13a_1694,3,No
13a_1695,4,No
13a_1696,3,No
13a_1697,5,No
13a_1698,4,No
13a_1699,4,No
13a_1700,4,No
13a_1701,4,No
13a_1702,4,No
13a_1703,4,No
13a_1704,4,No
13a_1705,4,No
13a_1706,4,No
13a_1707,4,No
13a_1708,4,No
13a_1709,4,No
13a_1710,3,No
13a_1711,4,No
13a_1712,4,No
13a_1713,4,No
13a_1714,3,No
13a_1715,4,No
13a_1716,4,No
13a_1717,3,No
13a_1718,4,No
13a_1719,3,No
13a_1720,4,No
13a_1721,3,No
13a_1722,4,No
13a_1723,4,No
13a_1724,4,No
13a_1725,4,No
13a_1726,4,No
13a_1727,4,No
13a_1728,4,No
13a_1729,5,No
13a_1730,5,No
13a_1731,5,No
13a_1732,5,No
13a_1733,5,No
13a_1734,5,No
13a_1735,5,No
13a_1736,5,No
13a_1737,5,No
13a_1738,5,No
13a_1739,4,No
13a_1740,5,No
13a_1741,4,No
13a_1742,5,No
13a_1743,4,No
13a_1744,4,No
13a_1745,3,No
13a_1746,4,No
13a_1747,5,No
13a_1748,4,No
13a_1749,4,No
13a_1750,4,No
13a_1751,4,No
13a_1752,5,No
13a_1753,4,No
13a_1754,5,No
13a_1755,4,No
13a_1756,5,No
13a_1757,5,No
13a_1758,5,No
13a_1759,5,No
13a_1760,5,No
13a_1761,4,No
13a_1762,3,No
13a_1763,5,No
13a_1764,5,No
13a_1765,4,No
13a_1766,4,No
13a_1767,4,No
13a_1768,3,No
13a_1769,5,No
13a_1770,5,No
13a_1771,4,No
13a_1772,4,No
13a_1773,4,No
13a_1774,4,No
13a_1775,4,No
13a_1776,4,No
13a_1777,4,No
13a_1778,5,No
13a_1779,4,No
13a_1780,4,No
13a_1781,4,No
13a_1782,5,No
13a_1783,4,No
13a_1784,3,No
13a_1785,4,No
13a_1786,4,No
13a_1787,4,No
13a_1788,4,No
13a_1789,4,No
13a_1790,5,No
13a_1791,4,No
13a_1792,4,No
13a_1793,3,No
13a_1794,5,No
13a_1795,4,No
13a_1796,4,No
13a_1797,4,No
13a_1798,4,No
13a_1799,3,No
13a_1800,4,No
13a_1801,4,No
13a_1802,3,No
13a_1803,4,No
13a_1804,4,No
13a_1805,5,No
13a_1806,5,No
13a_1807,4,No
13a_1808,4,No
13a_1809,4,No
13a_1810,3,No
13a_1811,4,No
13a_1812,3,No
13a_1813,4,No
13a_1814,4,No
13a_1815,4,No
13a_1816,4,No
13a_1817,4,No
13a_1818,3,No
13a_1819,5,No
13a_1820,4,No
13a_1821,5,No
13a_1822,4,No
13a_1823,5,No
13a_1824,4,No
13a_1825,4,No
13a_1826,5,No
13a_1827,4,No
13a_1828,5,No
13a_1829,5,No
13a_1830,5,No
13a_1831,4,No
13a_1832,4,No
13a_1833,4,No
13a_1834,5,No
13a_1835,4,No
13a_1836,5,No
13a_1837,4,No
13a_1838,4,No
13a_1839,4,No
13a_1840,4,No
13a_1841,4,No
13a_1842,4,No
13a_1843,4,No
13a_1844,4,No
13a_1845,4,No
13a_1846,4,No
13a_1847,3,No
13a_1848,4,No
13a_1849,4,No
13a_1850,3,No
13a_1851,4,No
13a_1852,4,No
13a_1853,4,No
13a_1854,4,No
13a_1855,4,No
13a_1856,4,No
13a_1857,4,No
13a_1858,3,No
13a_1859,4,No
13a_1860,4,No
13a_1861,4,No
13a_1862,5,No
13a_1863,5,No
13a_1864,5,No
13a_1865,4,No
13a_1866,4,No
13a_1867,4,No
13a_1868,3,No
13a_1869,4,No
13a_1870,5,No
13a_1871,5,No
13a_1872,4,No
13a_1873,4,No
13a_1874,5,No
13a_1875,4,No
13a_1876,4,No
13a_1877,4,No
13a_1878,3,No
13a_1879,4,No
13a_1880,3,No
13a_1881,4,No
13a_1882,3,No
13a_1883,4,No
13a_1884,3,No
13a_1885,5,No
13a_1886,5,No
13a_1887,4,No
13a_1888,4,No
13a_1889,3,No
13a_1890,4,No
13a_1891,3,No
13a_1892,3,No
13a_1893,3,No
13a_1894,4,No
13a_1895,3,No
13a_1896,3,No
13a_1897,4,No
13a_1898,4,No
13a_1899,4,No
13a_1900,4,No
13a_1901,3,No
13a_1902,4,No
13a_1903,3,No
13a_1904,3,No
13a_1905,3,No
13a_1906,4,No
13a_1907,4,No
13a_1908,4,No
13a_1909,4,No
13a_1910,3,No
13a_1911,3,No
13a_1912,3,No
13a_1913,4,No
13a_1914,3,No
13a_1915,4,No
13a_1916,5,No
13a_1917,4,No
13a_1918,4,No
13a_1919,4,No
13a_1920,3,No
13a_1921,4,No
13a_1922,3,No
13a_1923,5,No
13a_1924,4,No
13a_1925,4,No
13a_1926,4,No
13a_1927,4,No
13a_1928,3,No
13a_1929,4,No
13a_1930,3,No
13a_1931,4,No
13a_1932,4,No
13a_1933,4,No
13a_1934,3,No
13a_1935,4,No
13a_1936,3,No
13a_1937,3,No
13a_1938,4,No
13a_1939,4,No
13a_1940,4,No
13a_1941,3,No
13a_1942,3,No
13a_1943,2,No
13a_1944,4,No
13a_1945,4,No
13a_1946,3,No
13a_1947,3,No
13a_1948,3,No
13a_1949,4,No
13a_1950,4,No
13a_1951,3,No
13a_1952,4,No
13a_1953,5,No
13a_1954,4,No
13a_1955,5,No
13a_1956,4,No
13a_1957,5,No
13a_1958,4,No
13a_1959,5,No
13a_1960,5,No
13a_1961,4,No
13a_1962,4,No
13a_1963,4,No
13a_1964,5,No
13a_1965,4,No
13a_1966,5,No
13a_1967,4,No
13a_1968,4,No
13a_1969,4,No
13a_1970,5,No
13a_1971,5,No
13a_1972,5,No
13a_1973,4,No
13a_1974,4,No
13a_1975,3,No
13a_1976,3,No
13a_1977,2,No
13a_1978,4,No
13a_1979,5,No
13a_1980,4,No
13a_1981,5,No
13a_1982,4,No
13a_1983,4,No
13a_1984,3,No
13a_1985,5,No
13a_1986,4,No
13a_1987,4,No
13a_1988,4,No
13a_1989,4,No
13a_1990,4,No
13a_1991,4,No
13a_1992,4,No
13a_1993,4,No
13a_1994,3,No
13a_1995,3,No
13a_1996,4,No
13a_1997,4,No
13a_1998,3,No
13a_1999,4,No
13a_2000,4,No
13a_2001,4,No
13a_2002,3,No
13a_2003,4,No
13a_2004,3,No
13a_2005,3,No
13a_2006,3,No
13a_2007,3,No
13a_2008,4,No
13a_2009,3,No
13a_2010,2,No
13a_2011,4,No
13a_2012,3,No
13a_2013,4,No
13a_2014,3,No
13a_2015,3,No
13a_2016,2,No
13a_2017,4,No
13a_2018,4,No
13a_2019,3,No
13a_2020,4,No
13a_2021,4,No
13a_2022,4,No
13a_2023,4,No
13a_2024,4,No
13a_2025,3,No
13a_2026,4,No
13a_2027,4,No
13a_2028,4,No
13a_2029,4,No
13a_2030,4,No
13a_2031,3,No
13a_2032,4,No
13a_2033,3,No
13a_2034,4,No
13a_2035,4,No
13a_2036,4,No
13a_2037,3,No
13a_2038,4,No
13a_2039,5,No
13a_2040,4,No
13a_2041,4,No
13a_2042,5,No
13a_2043,5,No
13a_2044,5,No
13a_2045,5,No
13a_2046,4,No
13a_2047,4,No
13a_2048,4,No
13a_2049,4,No
13a_2050,4,No
13a_2051,3,No
13a_2052,4,No
13a_2053,5,No
13a_2054,5,No
13a_2055,4,No
13a_2056,5,No
13a_2057,4,No
13a_2058,4,No
13a_2059,4,No
13a_2060,3,No
13a_2061,4,No
13a_2062,3,No
13a_2063,4,No
13a_2064,4,No
13a_2065,4,No
13a_2066,4,No
13a_2067,4,No
13a_2068,3,No
13a_2069,4,No
13a_2070,3,No
13a_2071,4,No
13a_2072,4,No
13a_2073,4,No
13a_2074,3,No
13a_2075,4,No
13a_2076,3,No
13a_2077,4,No
13a_2078,5,No
13a_2079,5,No
13a_2080,4,No
13a_2081,4,No
13a_2082,3,No
13a_2083,4,No
13a_2084,3,No
13a_2085,4,No
13a_2086,5,No
13a_2087,4,No
13a_2088,4,No
13a_2089,5,No
13a_2090,4,No
13a_2091,4,No
13a_2092,4,No
13a_2093,4,No
13a_2094,5,No
13a_2095,5,No
13a_2096,4,No
13a_2097,4,No
13a_2098,4,No
13a_2099,3,No
13a_2100,3,No
13a_2101,4,No
13a_2102,3,No
13a_2103,3,No
13a_2104,3,No
13a_2105,3,No
13a_2106,4,No
13a_2107,4,No
13a_2108,3,No
13a_2109,3,No
13a_2110,4,No
13a_2111,4,No
13a_2112,4,No
13a_2113,4,No
13a_2114,3,No
13a_2115,3,No
13a_2116,4,No
13a_2117,4,No
13a_2118,4,No
13a_2119,3,No
13a_2120,4,No
13a_2121,3,No
13a_2122,4,No
13a_2123,3,No
13a_2124,4,No
13a_2125,3,No
13a_2126,4,No
13a_2127,4,No
13a_2128,3,No
13a_2129,2,No
13a_2130,4,No
13a_2131,4,No
13a_2132,4,No
13a_2133,4,No
13a_2134,4,No
13a_2135,4,No
13a_2136,3,No
13a_2137,2,No
13a_2138,4,No
13a_2139,3,No
13a_2140,4,No
13a_2141,3,No
13a_2142,5,No
13a_2143,3,No
13a_2144,3,No
13a_2145,2,No
13a_2146,3,No
13a_2147,3,No
13a_2148,4,No
13a_2149,3,No
13a_2150,5,No
13a_2151,4,No
13a_2152,5,No
13a_2153,4,No
13a_2154,5,No
13a_2155,4,No
13a_2156,4,No
13a_2157,5,No
13a_2158,4,No
13a_2159,4,No
13a_2160,3,No
13a_2161,4,No
13a_2162,4,No
13a_2163,3,No
13a_2164,3,No
13a_2165,5,No
13a_2166,4,No
13a_2167,4,No
13a_2168,3,No
13a_2169,4,No
13a_2170,4,No
13a_2171,4,No
13a_2172,5,No
13a_2173,4,No
13a_2174,5,No
13a_2175,5,No
13a_2176,4,No
13a_2177,4,No
13a_2178,4,No
13a_2179,3,No
13a_2180,4,No
13a_2181,4,No
13a_2182,4,No
13a_2183,3,No
13a_2184,3,No
13a_2185,2,No
13a_2186,3,No
13a_2187,3,No
13a_2188,3,No
13a_2189,3,No
13a_2190,3,No
13a_2191,3,No
13a_2192,3,No
13a_2193,5,No
13a_2194,5,No
13a_2195,4,No
13a_2196,4,No
13a_2197,4,No
13a_2198,3,No
13a_2199,4,No
13a_2200,4,No
13a_2201,5,No
13a_2202,4,No
13a_2203,3,No
13a_2204,4,No
13a_2205,4,No
13a_2206,3,No
13a_2207,4,No
13a_2208,4,No
13a_2209,4,No
13a_2210,4,No
13a_2211,3,No
13a_2212,4,No
13a_2213,4,No
13a_2214,4,No
13a_2215,4,No
13a_2216,3,No
13a_2217,4,No
13a_2218,4,No
13a_2219,4,No
13a_2220,4,No
13a_2221,3,No
13a_2222,4,No
13a_2223,4,No
13a_2224,3,No
13a_2225,3,No
13a_2226,4,No
13a_2227,4,No
13a_2228,3,No
13a_2229,2,No
13a_2230,4,No
13a_2231,4,No
13a_2232,4,No
13a_2233,3,No
13a_2234,4,No
13a_2235,4,No
13a_2236,3,No
13a_2237,4,No
13a_2238,4,No
13a_2239,4,No
13a_2240,4,No
13a_2241,4,No
13a_2242,4,No
13a_2243,3,No
13a_2244,3,No
13a_2245,3,No
13a_2246,3,No
13a_2247,2,No
13a_2248,4,No
13a_2249,3,No
13a_2250,3,No
13a_2251,3,No
13a_2252,4,No
13a_2253,3,No
13a_2254,3,No
13a_2255,4,No
13a_2256,3,No
13a_2257,4,No
13a_2258,4,No
13a_2259,4,No
13a_2260,4,No
13a_2261,4,No
13a_2262,4,No
13a_2263,4,No
13a_2264,3,No
13a_2265,4,No
13a_2266,4,No
13a_2267,4,No
13a_2268,4,No
13a_2269,3,No
13a_2270,4,No
13a_2271,3,No
13a_2272,4,No
13a_2273,4,No
13a_2274,4,No
13a_2275,4,No
13a_2276,4,No
13a_2277,4,No
13a_2278,5,No
13a_2279,4,No
13a_2280,4,No
13a_2281,3,No
13a_2282,4,No
13a_2283,4,No
13a_2284,4,No
13a_2285,5,No
13a_2286,4,No
13a_2287,4,No
13a_2288,4,No
13a_2289,4,No
13a_2290,3,No
13a_2291,3,No
13a_2292,5,No
13a_2293,4,No
13a_2294,5,No
13a_2295,3,No
13a_2296,4,No
13a_2297,4,No
13a_2298,4,No
13a_2299,5,No
13a_2300,4,No
13a_2301,3,No
13a_2302,3,No
13a_2303,4,No
13a_2304,3,No
13a_2305,4,No
13a_2306,4,No
13a_2307,4,No
13a_2308,4,No
13a_2309,4,No
13a_2310,3,No
13a_2311,4,No
13a_2312,3,No
13a_2313,4,No
13a_2314,3,No
13a_2315,4,No
13a_2316,3,No
13a_2317,3,No
13a_2318,3,No
13a_2319,2,No
13a_2320,4,No
13a_2321,4,No
13a_2322,5,No
13a_2323,4,No
13a_2324,4,No
13a_2325,4,No
13a_2326,5,No
13a_2327,4,No
13a_2328,4,No
13a_2329,4,No
13a_2330,4,No
13a_2331,4,No
13a_2332,4,No
13a_2333,3,No
13a_2334,2,No
13a_2335,4,No
13a_2336,4,No
13a_2337,4,No
13a_2338,4,No
13a_2339,3,No
13a_2340,4,No
13a_2341,4,No
13a_2342,3,No
13a_2343,4,No
13a_2344,4,No
13a_2345,3,No
13a_2346,4,No
13a_2347,3,No
13a_2348,4,No
13a_2349,4,No
13a_2350,3,No
13a_2351,4,No
13a_2352,4,No
13a_2353,4,No
13a_2354,4,No
13a_2355,4,No
13a_2356,4,No
13a_2357,3,No
13a_2358,4,No
13a_2359,3,No
13a_2360,3,No
13a_2361,4,No
13a_2362,2,No
13a_2363,3,No
13a_2364,3,No
13a_2365,3,No
13a_2366,3,No
13a_2367,3,No
13a_2368,3,No
13a_2369,3,No
13a_2370,3,No
13a_2371,4,No
13a_2372,3,No
13a_2373,4,No
13a_2374,4,No
13a_2375,4,No
13a_2376,3,No
13a_2377,4,No
13a_2378,3,No
13a_2379,3,No
13a_2380,3,No
13a_2381,4,No
13a_2382,4,No
13a_2383,3,No
13a_2384,4,No
13a_2385,4,No
13a_2386,3,No
13a_2387,5,No
13a_2388,4,No
13a_2389,5,No
13a_2390,5,No
13a_2391,4,No
13a_2392,4,No
13a_2393,5,No
13a_2394,4,No
13a_2395,5,No
13a_2396,4,No
13a_2397,5,No
13a_2398,5,No
13a_2399,3,No
13a_2400,5,No
13a_2401,5,No
13a_2402,4,No
13a_2403,4,No
13a_2404,5,No
13a_2405,4,No
13a_2406,4,No
13a_2407,5,No
13a_2408,4,No
13a_2409,4,No
13a_2410,3,No
13a_2411,3,No
13a_2412,3,No
13a_2413,3,No
13a_2414,4,No
13a_2415,4,No
13a_2416,5,No
13a_2417,5,No
13a_2418,5,No
13a_2419,5,No
13a_2420,4,No
13a_2421,5,No
13a_2422,4,No
13a_2423,5,No
13a_2424,5,No
13a_2425,4,No
13a_2426,4,No
13a_2427,2,No
13a_2428,3,No
13a_2429,4,No
13a_2430,4,No
13a_2431,3,No
13a_2432,3,No
13a_2433,3,No
13a_2434,3,No
13a_2435,3,No
13a_2436,2,No
13a_2437,4,No
13a_2438,4,No
13a_2439,3,No
13a_2440,4,No
13a_2441,4,No
13a_2442,3,No
13a_2443,4,No
13a_2444,4,No
13a_2445,3,No
13a_2446,4,No
13a_2447,4,No
13a_2448,4,No
13a_2449,5,No
13a_2450,4,No
13a_2451,4,No
13a_2452,3,No
13a_2453,5,No
13a_2454,4,No
13a_2455,5,No
13a_2456,4,No
13a_2457,5,No
13a_2458,4,No
13a_2459,5,No
13a_2460,4,No
13a_2461,3,No
13a_2462,4,No
13a_2463,3,No
13a_2464,3,No
13a_2465,2,No
13a_2466,5,No
13a_2467,5,No
13a_2468,5,No
13a_2469,5,No
13a_2470,4,No
13a_2471,4,No
13a_2472,5,No
13a_2473,4,No
13a_2474,4,No
13a_2475,3,No
13a_2476,4,No
13a_2477,4,No
13a_2478,4,No
13a_2479,3,No
13a_2480,4,No
13a_2481,4,No
13a_2482,5,No
13a_2483,5,No
13a_2484,5,No
13a_2485,5,No
13a_2486,5,No
13a_2487,5,No
13a_2488,5,No
13a_2489,5,No
13a_2490,4,No
13a_2491,5,No
13a_2492,5,No
13a_2493,5,No
13a_2494,4,No
13a_2495,4,No
13a_2496,5,No
13a_2497,4,No
13a_2498,4,No
13a_2499,3,No
13a_2500,4,No
13a_2501,3,No
13a_2502,3,No
13a_2503,4,No
13a_2504,4,No
13a_2505,4,No
13a_2506,4,No
13a_2507,2,No
13a_2508,3,No
13a_2509,3,No
13a_2510,3,No
13a_2511,4,No
13a_2512,5,No
13a_2513,4,No
13a_2514,4,No
13a_2515,3,No
13a_2516,4,No
13a_2517,4,No
13a_2518,4,No
13a_2519,3,No
13a_2520,3,No
13a_2521,4,No
13a_2522,3,No
13a_2523,4,No
13a_2524,3,No
13a_2525,4,No
13a_2526,4,No
13a_2527,4,No
13a_2528,4,No
13a_2529,4,No
13a_2530,3,No
13a_2531,4,No
13a_2532,4,No
13a_2533,4,No
13a_2534,4,No
13a_2535,5,No
13a_2536,3,No
13a_2537,4,No
13a_2538,4,No
13a_2539,3,No
13a_2540,4,No
13a_2541,4,No
13a_2542,3,No
13a_2543,4,No
13a_2544,4,No
13a_2545,3,No
13a_2546,4,No
13a_2547,4,No
13a_2548,5,No
13a_2549,4,No
13a_2550,5,No
13a_2551,4,No
13a_2552,4,No
13a_2553,3,No
13a_2554,3,No
13a_2555,4,No
13a_2556,4,No
13a_2557,3,No
13a_2558,4,No
13a_2559,4,No
13a_2560,4,No
13a_2561,4,No
13a_2562,4,No
13a_2563,4,No
13a_2564,4,No
13a_2565,4,No
13a_2566,4,No
13a_2567,4,No
13a_2568,3,No
13a_2569,4,No
13a_2570,4,No
13a_2571,4,No
13a_2572,4,No
13a_2573,3,No
13a_2574,2,No
13a_2575,4,No
13a_2576,4,No
13a_2577,3,No
13a_2578,3,No
13a_2579,4,No
13a_2580,4,No
13a_2581,4,No
13a_2582,4,No
13a_2583,3,No
13a_2584,2,No
13a_2585,3,No
13a_2586,3,No
13a_2587,3,No
13a_2588,3,No
13a_2589,3,No
13a_2590,4,No
13a_2591,4,No
13a_2592,4,No
13a_2593,3,No
13a_2594,4,No
13a_2595,4,No
13a_2596,4,No
13a_2597,4,No
13a_2598,4,No
13a_2599,4,No
13a_2600,3,No
13a_2601,4,No
13a_2602,4,No
13a_2603,3,No
13a_2604,3,No
13a_2605,4,No
13a_2606,4,No
13a_2607,3,No
13a_2608,4,No
13a_2609,3,No
13a_2610,4,No
13a_2611,3,No
13a_2612,4,No
13a_2613,5,No
13a_2614,5,No
13a_2615,4,No
13a_2616,5,No
13a_2617,4,No
13a_2618,4,No
13a_2619,4,No
13a_2620,4,No
13a_2621,4,No
13a_2622,5,No
13a_2623,4,No
13a_2624,4,No
13a_2625,5,No
13a_2626,4,No
13a_2627,4,No
13a_2628,4,No
13a_2629,4,No
13a_2630,4,No
13a_2631,5,No
13a_2632,4,No
13a_2633,4,No
13a_2634,4,No
13a_2635,4,No
13a_2636,4,No
13a_2637,4,No
13a_2638,4,No
13a_2639,4,No
13a_2640,4,No
13a_2641,4,No
13a_2642,4,No
13a_2643,4,No
13a_2644,4,No
13a_2645,4,No
13a_2646,4,No
13a_2647,4,No
13a_2648,4,No
13a_2649,4,No
13a_2650,4,No
13a_2651,4,No
13a_2652,4,No
13a_2653,4,No
13a_2654,4,No
13a_2655,4,No
13a_2656,5,No
13a_2657,4,No
13a_2658,4,No
13a_2659,4,No
13a_2660,4,No
13a_2661,5,No
13a_2662,4,No
13a_2663,4,No
13a_2664,5,No
13a_2665,4,No
13a_2666,4,No
13a_2667,4,No
13a_2668,4,No
13a_2669,4,No
13a_2670,5,No
13a_2671,4,No
13a_2672,4,No
13a_2673,4,No
13a_2674,4,No
13a_2675,4,No
13a_2676,5,No
13a_2677,5,No
13a_2678,5,No
13a_2679,5,No
13a_2680,4,No
13a_2681,4,No
13a_2682,4,No
13a_2683,4,No
13a_2684,5,No
13a_2685,5,No
13a_2686,4,No
13a_2687,4,No
13a_2688,4,No
13a_2689,5,No
13a_2690,5,No
13a_2691,4,No
13a_2692,5,No
13a_2693,4,No
13a_2694,4,No
13a_2695,4,No
13a_2696,5,No
13a_2697,4,No
13a_2698,4,No
13a_2699,5,No
13a_2700,4,No
13a_2701,4,No
13a_2702,5,No
13a_2703,4,No
13a_2704,4,No
13a_2705,4,No
13a_2706,3,No
13a_2707,4,No
13a_2708,4,No
13a_2709,4,No
13a_2710,3,No
13a_2711,3,No
13a_2712,5,No
13a_2713,5,No
13a_2714,4,No
13a_2715,3,No
13a_2716,3,No
13a_2717,4,No
13a_2718,3,No
13a_2719,3,No
13a_2720,3,No
13a_2721,3,No
13a_2722,3,No
13a_2723,3,No
13a_2724,4,No
13a_2725,3,No
13a_2726,4,No
13a_2727,3,No
13a_2728,5,No
13a_2729,5,No
13a_2730,5,No
13a_2731,5,No
13a_2732,3,No
13a_2733,3,No
13a_2734,3,No
13a_2735,3,No
13a_2736,5,No
13a_2737,4,No
13a_2738,5,No
13a_2739,5,No
13a_2740,4,No
13a_2741,4,No
13a_2742,3,No
13a_2743,4,No
13a_2744,4,No
13a_2745,3,No
13a_2746,4,No
13a_2747,4,No
13a_2748,3,No
13a_2749,4,No
13a_2750,4,No
13a_2751,4,No
13a_2752,3,No
13a_2753,4,No
13a_2754,3,No
13a_2755,4,No
13a_2756,4,No
13a_2757,3,No
13a_2758,4,No
13a_2759,3,No
13a_2760,3,No
13a_2761,4,No
13a_2762,3,No
13a_2763,4,No
13a_2764,4,No
13a_2765,4,No
13a_2766,4,No
13a_2767,2,No
13a_2768,3,No
13a_2769,4,No
13a_2770,3,No
13a_2771,5,No
13a_2772,5,No
13a_2773,3,No
13a_2774,5,No
13a_2775,4,No
13a_2776,3,No
13a_2777,2,No
13a_2778,3,No
13a_2779,5,No
13a_2780,4,No
13a_2781,5,No
13a_2782,4,No
13a_2783,5,No
13a_2784,4,No
13a_2785,4,No
13a_2786,3,No
13a_2787,5,No
13a_2788,5,No
13a_2789,4,No
13a_2790,4,No
13a_2791,2,No
13a_2792,4,No
13a_2793,4,No
13a_2794,4,No
13a_2795,3,No
13a_2796,4,No
13a_2797,3,No
13a_2798,4,No
13a_2799,3,No
13a_2800,3,No
13a_2801,3,No
13a_2802,4,No
13a_2803,4,No
13a_2804,3,No
13a_2805,2,No
13a_2806,4,No
13a_2807,3,No
13a_2808,4,No
13a_2809,4,No
13a_2810,3,No
13a_2811,2,No
13a_2812,4,No
13a_2813,4,No
13a_2814,4,No
13a_2815,4,No
13a_2816,3,No
13a_2817,3,No
13a_2818,4,No
13a_2819,4,No
13a_2820,3,No
13a_2821,4,No
13a_2822,3,No
13a_2823,5,No
13a_2824,4,No
13a_2825,4,No
13a_2826,4,No
13a_2827,4,No
13a_2828,3,No
13a_2829,5,No
13a_2830,4,No
13a_2831,4,No
13a_2832,3,No
13a_2833,4,No
13a_2834,3,No
13a_2835,4,No
13a_2836,3,No
13a_2837,5,No
13a_2838,4,No
13a_2839,4,No
13a_2840,4,No
13a_2841,3,No
13a_2842,3,No
13a_2843,3,No
13a_2844,4,No
13a_2845,4,No
13a_2846,3,No
13a_2847,4,No
13a_2848,4,No
13a_2849,3,No
13a_2850,3,No
13a_2851,3,No
13a_2852,4,No
13a_2853,4,No
13a_2854,3,No
13a_2855,3,No
13a_2856,4,No
13a_2857,3,No
13a_2858,3,No
13a_2859,2,No
13a_2860,4,No
13a_2861,3,No
13a_2862,4,No
13a_2863,3,No
13a_2864,4,No
13a_2865,3,No
13a_2866,4,No
13a_2867,3,No
13a_2868,4,No
13a_2869,3,No
13a_2870,4,No
13a_2871,3,No
13a_2872,4,No
13a_2873,3,No
13a_2874,2,No
13a_2875,2,No
13a_2876,4,No
13a_2877,4,No
13a_2878,4,No
13a_2879,4,No
13a_2880,4,No
13a_2881,4,No
13a_2882,3,No
13a_2883,3,No
13a_2884,4,No
13a_2885,3,No
13a_2886,3,No
13a_2887,4,No
13a_2888,3,No
13a_2889,3,No
13a_2890,3,No
13a_2891,2,No
13a_2892,2,No
13a_2893,5,No
13a_2894,4,No
13a_2895,5,No
13a_2896,5,No
13a_2897,4,No
13a_2898,5,No
13a_2899,5,No
13a_2900,5,No
13a_2901,4,No
13a_2902,4,No
13a_2903,4,No
13a_2904,4,No
13a_2905,5,No
13a_2906,4,No
13a_2907,2,No
13a_2908,4,No
13a_2909,4,No
13a_2910,3,No
13a_2911,3,No
13a_2912,4,No
13a_2913,4,No
13a_2914,3,No
13a_2915,3,No
13a_2916,2,No
13a_2917,2,No
13a_2918,5,No
13a_2919,4,No
13a_2920,4,No
13a_2921,5,No
13a_2922,4,No
13a_2923,5,No
13a_2924,4,No
13a_2925,5,No
13a_2926,4,No
13a_2927,5,No
13a_2928,4,No
13a_2929,5,No
13a_2930,4,No
13a_2931,4,No
13a_2932,5,No
13a_2933,4,No
13a_2934,4,No
13a_2935,3,No
13a_2936,4,No
13a_2937,5,No
13a_2938,4,No
13a_2939,4,No
13a_2940,5,No
13a_2941,4,No
13a_2942,5,No
13a_2943,5,No
13a_2944,4,No
13a_2945,4,No
13a_2946,3,No
13a_2947,3,No
13a_2948,4,No
13a_2949,3,No
13a_2950,3,No
13a_2951,5,No
13a_2952,4,No
13a_2953,4,No
13a_2954,4,No
13a_2955,3,No
13a_2956,4,No
13a_2957,3,No
13a_2958,4,No
13a_2959,4,No
13a_2960,3,No
13a_2961,4,No
13a_2962,4,No
13a_2963,3,No
13a_2964,3,No
13a_2965,3,No
13a_2966,3,No
13a_2967,3,No
13a_2968,2,No
13a_2969,2,No
13a_2970,4,No
13a_2971,4,No
13a_2972,4,No
13a_2973,4,No
13a_2974,4,No
13a_2975,4,No
13a_2976,4,No
13a_2977,3,No
13a_2978,3,No
13a_2979,3,No
13a_2980,4,No
13a_2981,3,No
13a_2982,4,No
13a_2983,3,No
13a_2984,3,No
13a_2985,4,No
13a_2986,3,No
13a_2987,3,No
13a_2988,5,No
13a_2989,4,No
13a_2990,4,No
13a_2991,5,No
13a_2992,4,No
13a_2993,4,No
13a_2994,4,No
13a_2995,4,No
13a_2996,4,No
13a_2997,4,No
13a_2998,4,No
13a_2999,4,No
13a_3000,4,No
13a_3001,4,No
13a_3002,3,No
13a_3003,3,No
